ListSize,countSort_Ops,countSort_Time,heapSort_Ops,heapSort_Time,mapSort_Ops,mapSort_Time
58660,234634,0.000206,2136961,0.009876,11966641,0.009662
34835,139325,0.000171,1203399,0.005240,7106341,0.006156
90715,362830,0.000277,3448746,0.015879,18505861,0.018637
92844,371334,0.000282,3537705,0.016266,18940177,0.017837
81078,324288,0.000268,3049188,0.014396,16539913,0.014599
20325,81288,0.000128,663330,0.003166,4146301,0.003319
69470,277859,0.000253,2572228,0.012283,14171881,0.012650
26607,106410,0.000158,894281,0.004416,5427829,0.005131
42049,168193,0.000187,1482063,0.006591,8577997,0.007630
55928,223688,0.000216,2028259,0.009084,11409313,0.009794
39400,157591,0.000183,1379478,0.006311,8037601,0.007101
81795,327141,0.000232,3079365,0.014016,16686181,0.014395
43836,175338,0.000192,1551733,0.007281,8942545,0.007579
45558,182223,0.000204,1618754,0.007634,9293833,0.008486
68685,274725,0.000216,2541514,0.010834,14011741,0.012675
65985,263892,0.000311,2432617,0.012027,13460941,0.011789
26561,106241,0.000161,892055,0.004337,5418445,0.004910
25865,103451,0.000146,866830,0.003882,5276461,0.004756
65649,262554,0.000208,2420098,0.011389,13392397,0.012515
68932,275707,0.000253,2551726,0.011995,14062129,0.012826
52773,211083,0.000225,1902255,0.008730,10765693,0.009682
75269,301046,0.000251,2810820,0.013026,15354877,0.014010
72656,290606,0.000241,2702992,0.012935,14821825,0.012339
80268,321045,0.000329,3016106,0.014269,16374673,0.014122
33745,134971,0.000170,1161987,0.005685,6883981,0.006246
69411,277602,0.000281,2571426,0.012387,14159845,0.011642
55971,223863,0.000212,2029205,0.009482,11418085,0.010249
28970,115874,0.000191,982240,0.004470,5909881,0.005448
38764,155047,0.000194,1353502,0.006560,7907857,0.007023
33189,132747,0.000178,1141115,0.005398,6770557,0.006170
40281,161106,0.000195,1413206,0.006697,8217325,0.006413
13296,53181,0.000114,413494,0.002002,2712385,0.002568
90430,361693,0.000278,3436805,0.015310,18447721,0.017661
74379,297489,0.000259,2772843,0.012962,15173317,0.013182
85170,340659,0.000247,3217809,0.014853,17374681,0.016316
61741,246943,0.000244,2261858,0.010660,12595165,0.011345
17649,70593,0.000124,566319,0.002698,3600397,0.003052
71170,284662,0.000252,2641565,0.012611,14518681,0.013474
30055,120211,0.000162,1023055,0.004826,6131221,0.004959
6029,24116,0.000071,170244,0.000803,1229917,0.001162
